"HPTC__ID","HPTC__ParentID","HPTC__ShortName","HPTC__Taxonomy","HPTC__Status","HPTC__Level","HPTC__FullName","HPTC__Description","HPTC__Grouping","HPTC__Classification","HPTC__AdditionalInformation","HPTC__MedicareCode1"
"504","477","Psychiatric/Mental Health, Chronically Ill","364SP0811X","Active","Level III Area of Specialization","Psychiatric/Mental Health, Chronically Ill","Definition to come...","Physician Assistants & Advanced Practice Nursing Providers","Clinical Nurse Specialist","",""
"505","477","Psychiatric/Mental Health, Community","364SP0812X","Active","Level III Area of Specialization","Psychiatric/Mental Health, Community","Definition to come...","Physician Assistants & Advanced Practice Nursing Providers","Clinical Nurse Specialist","",""
"506","477","Psychiatric/Mental Health, Geropsychiatric","364SP0813X","Active","Level III Area of Specialization","Psychiatric/Mental Health, Geropsychiatric","Definition to come...","Physician Assistants & Advanced Practice Nursing Providers","Clinical Nurse Specialist","",""
"507","477","Rehabilitation","364SR0400X","Active","Level III Area of Specialization","Rehabilitation","Definition to come…","Physician Assistants & Advanced Practice Nursing Providers","Clinical Nurse Specialist","",""
"508","477","School","364SS0200X","Active","Level III Area of Specialization","School","Definition to come…","Physician Assistants & Advanced Practice Nursing Providers","Clinical Nurse Specialist","",""
"509","477","Transplantation","364ST0500X","Active","Level III Area of Specialization","Transplantation","Definition to come...","Physician Assistants & Advanced Practice Nursing Providers","Clinical Nurse Specialist","",""
"510","477","Women's Health","364SW0102X","Active","Level III Area of Specialization","Women's Health","Definition to come...","Physician Assistants & Advanced Practice Nursing Providers","Clinical Nurse Specialist","",""
"64","43","Medical Oncology","207RX0202X","Active","Level III Area of Specialization","Medical Oncology","An internist who specializes in the diagnosis and treatment of all types of cancer and other benign and malignant tumors. This specialist decides on and administers therapy for these malignancies as well as consults with surgeons and radiotherapists on other treatments for cancer.","Allopathic & Osteopathic Physicians","Internal Medicine","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: added definition, added source. 11/5/2007: corrected definition]",""
"231","225","Surgical Oncology","2086X0206X","Active","Level III Area of Specialization","Surgical Oncology","A surgical oncologist is a well-qualified surgeon who has obtained additional training and experience in the multidisciplinary approach to the prevention, diagnosis, treatment, and rehabilitation of cancer patients, and devotes a major portion of his or her professional practice to these activities and cancer research.","Allopathic & Osteopathic Physicians","Surgery","Source: Society of Surgical Oncology, 2007 [1/1/2008: definition added, source added, 7/1/2009: definiition reformatted]  Additional Resources: http://www.surgonc.org/ ; American Board of Medical Specialties, 2007, www.abms.org ; American Board of Surgery, 2007, http://www.absurgery.org/   Surgical oncology is a recognized fellowship subspecialty program of surgery. Separate board certification is not currently offered.",""
"221","212","Radiation Oncology","2085R0001X","Active","Level III Area of Specialization","Radiation Oncology","A radiologist who deals with the therapeutic applications of radiant energy and its modifiers and the study and management of disease, especially malignant tumors.","Allopathic & Osteopathic Physicians","Radiology","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]  Additional Resources: American Osteopathic Board of Radiology, 2007. http://www.osteopathic.org/certification",""
"24","5","Emergency Medicine","207P00000X","Active","Level II Classification","Emergency Medicine","An emergency physician focuses on the immediate decision making and action necessary to prevent death or any further disability both in the pre-hospital setting by directing emergency medical technicians and in the emergency department. The emergency physician provides immediate recognition, evaluation, care, stabilization and disposition of a generally diversified population of adult and pediatric patients in response to acute illness and injury.","Allopathic & Osteopathic Physicians","Emergency Medicine","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: added definition, added source; 7/1/2011: mofified source]  Additional Resources: American Board of Emergency Medicine, 2007.  http://www.abem.org/public/; American Osteopathic Board of Emergency Medicine, 2007. http://www.osteopathic.org/certification  Board certification for Medical Doctors (MDs) is provided by the American Board of Emergency Medicine.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Emergency Medicine.",""
"25","24","Emergency Medical Services","207PE0004X","Active","Level III Area of Specialization","Emergency Medical Services","An emergency medicine physician who specializes in non-hospital based emergency medical services (e.g., disaster site, accident scene, transport vehicle, etc.) to provide pre-hospital assessment, treatment, and transport patients.","Allopathic & Osteopathic Physicians","Emergency Medicine","Source: National Uniform Claim Committee, 2009 [1/1/2010: definition added, source added]  Additional Resources: A Certification of Added Qualifications (CAQ) is issued by the American Osteopathic Board of Emergency Medicine.",""
"26","24","Hospice and Palliative Medicine","207PH0002X","Active","Level III Area of Specialization","Hospice and Palliative Medicine","An emergency medicine physician with special knowledge and skills to prevent and relieve the suffering experienced by patients with life-limiting illnesses. This specialist works with an interdisciplinary hospice or palliative care team to maximize quality of life while addressing physical, psychological, social and spiritual needs of both patient and family throughout the course of the disease, through the dying process, and beyond for the family.  This specialist has expertise in the assessment of patients with advanced disease; the relief of distressing symptoms; the coordination of interdisciplinary patient and family-centered care in diverse venues; the use of specialized care systems including hospice; the management of the imminently dying patient; and legal and ethical decision making in end-of-life care.","Allopathic & Osteopathic Physicians","Emergency Medicine","Source: American Academy of Hospice and Palliative Medicine, www.aahpm.org [1/1/2007: new]",""
"27","24","Medical Toxicology","207PT0002X","Active","Level III Area of Specialization","Medical Toxicology","Medical toxicologists are physicians who specialize in the prevention, evaluation, treatment and monitoring of injury and illness from exposures to drugs and chemicals, as well as biological and radiological agents. Medical toxicologists care for people in clinical, academic, governmental and public health settings, and provide poison control center leadership. Important areas of medical toxicology include acute drug poisoning, adverse drug events, drug abuse, addiction and withdrawal, chemicals and hazardous materials, terrorism preparedness, venomous bites and stings and environmental and workplace exposures.","Allopathic & Osteopathic Physicians","Emergency Medicine","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: added definition, added source; 7/1/2011: modified source]  Additional Resources: American Board of Emergency Medicine, 2007.  http://www.abem.org/public/.   American Osteopathic Board of Emergency Medicine, 2007.  http://www.osteopathic.org/certification  Board certification for Medical Doctors (MDs) is provided by the American Board of Emergency Medicine.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Emergency Medicine.",""
"28","24","Pediatric Emergency Medicine","207PP0204X","Active","Level III Area of Specialization","Pediatric Emergency Medicine","Pediatric Emergency Medicine is a clinical subspecialty that focuses on the care of the acutely ill or injured child in the setting of an emergency department.","Allopathic & Osteopathic Physicians","Emergency Medicine","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: added definition, added source]  Additional Resources: American Board of Emergency Medicine, 2007.  http://www.abem.org/public/  Board certification is provided by the American Board of Emergency Medicine.  Board certification for Medical Doctors (MDs) is provided by the American Board of Emergency Medicine.",""
"29","24","Sports Medicine","207PS0010X","Active","Level III Area of Specialization","Sports Medicine","An emergency physician with special knowledge in sports medicine is responsible for continuous care in the field of sports medicine, not only for the enhancement of health and fitness, but also for the prevention and management of injury and illness. A sports medicine physician has knowledge and experience in the promotion of wellness and the role of exercise in promoting a healthy lifestyle. Knowledge of exercise physiology, biomechanics, nutrition, psychology, physical rehabilitation and epidemiology is essential to the practice of sports medicine.","Allopathic & Osteopathic Physicians","Emergency Medicine","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: added definition, added source; 7/1/2011: modified source]  Additional Resources: American Board of Emergency Medicine, 2007.  http://www.abem.org/public/.   American Osteopathic Board of Emergency Medicine, 2007.  http://www.osteopathic.org/certification  Board certification for Medical Doctors (MDs) is provided by the American Board of Emergency Medicine.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Emergency Medicine.",""
"30","24","Undersea and Hyperbaric Medicine","207PE0005X","Active","Level III Area of Specialization","Undersea and Hyperbaric Medicine","A specialist who treats decompression illness and diving accident cases and uses hyperbaric oxygen therapy to treat such conditions as carbon monoxide poisoning, gas gangrene, non-healing wounds, tissue damage from radiation and burns, and bone infections.  This specialist also serves as a consultant to other physicians in all aspects of hyperbaric chamber operations, and assesses risks and applies appropriate standards to prevent disease and disability in divers and other persons working in altered atmospheric conditions.","Allopathic & Osteopathic Physicians","Emergency Medicine","Source: American Board of Emergency Medicine [7/1/2008: source added, additional resources added]  Additional Resources: Additional Resources: www.abem.org & American Board of Preventive Medicine www.abprevmed.org",""
"224","212","Vascular & Interventional Radiology","2085R0204X","Active","Level III Area of Specialization","Vascular & Interventional Radiology","A radiologist who diagnoses and treats diseases by various radiologic imaging modalities. These include fluoroscopy, digital radiography, computed tomography, sonography and magnetic resonance imaging.","Allopathic & Osteopathic Physicians","Radiology","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added]  Additional Resources: American Board of Radiology, 2007.  http://www.theabr.org/.  Board certification for Medical Doctors (MDs) is provided by the American Board of Radiology.",""
"217","212","Hospice and Palliative Medicine","2085H0002X","Active","Level III Area of Specialization","Hospice and Palliative Medicine","A radiologist with special knowledge and skills to prevent and relieve the suffering experienced by patients with life-limiting illnesses. This specialist works with an interdisciplinary hospice or palliative care team to maximize quality of life while addressing physical, psychological, social and spiritual needs of both patient and family throughout the course of the disease, through the dying process, and beyond for the family.  This specialist has expertise in the assessment of patients with advanced disease; the relief of distressing symptoms; the coordination of interdisciplinary patient and family-centered care in diverse venues; the use of specialized care systems including hospice; the management of the imminently dying patient; and legal and ethical decision making in end-of-life care.","Allopathic & Osteopathic Physicians","Radiology","Source: American Academy of Hospice and Palliative Medicine, www.aahpm.org [1/1/2007: new]",""
"346","340","Optician","156FX1800X","Active","Level III Area of Specialization","Optician","Definition to come...","Eye and Vision Services Providers","Technician/Technologist","",""
"530","474","Physician Assistant","363A00000X","Active","Level II Classification","Physician Assistant","A physician assistant is a person who has successfully completed an accredited education program for physician assistant, is licensed by the state and is practicing within the scope of that license. Physician assistants are formally trained to perform many of the routine, time-consuming tasks a physician can do. In some states, they may prescribe medications. They take medical histories, perform physical exams, order lab tests and x-rays, and give inoculations. Most states require that they work under the supervision of a physician.","Physician Assistants & Advanced Practice Nursing Providers","Physician Assistant","",""
"531","530","Medical","363AM0700X","Active","Level III Area of Specialization","Medical","Definition to come...","Physician Assistants & Advanced Practice Nursing Providers","Physician Assistant","",""
"532","530","Surgical","363AS0400X","Active","Level III Area of Specialization","Surgical","Definition to come...","Physician Assistants & Advanced Practice Nursing Providers","Physician Assistant","",""
"90","87","Gynecologic Oncology","207VX0201X","Active","Level III Area of Specialization","Gynecologic Oncology","An obstetrician/gynecologist who provides consultation and comprehensive management of patients with gynecologic cancer, including those diagnostic and therapeutic procedures necessary for the total care of the patient with gynecologic cancer and resulting complications.","Allopathic & Osteopathic Physicians","Obstetrics & Gynecology","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definiton added, source added; 7/1/2011: modified source]  Additional Resources: American Board of Obstetrics and Gynecology, 2007.  http://www.abog.org/.  American Osteopathic Board of Obstetrics and Gynecology, 2007.  http://www.osteopathic.org/certification  Board certification for Medical Doctors (MDs) is provided by the American Board of Obstetrics and Gynecology.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Obstetrics and Gynecology.",""
"40","5","General Practice","208D00000X","Active","Level II Classification","General Practice","Definition to come...","Allopathic & Osteopathic Physicians","General Practice","",""
"795","791","General Acute Care Hospital","282N00000X","Active","Level II Classification","General Acute Care Hospital","An acute general hospital is an institution whose primary function is to provide inpatient diagnostic and therapeutic services for a variety of medical conditions, both surgical and non-surgical, to a wide population group. The hospital treats patients in an acute phase of illness or injury, characterized by a single episode or a fairly short duration, from which the patient returns to his or her normal or previous level of activity.","Hospitals","General Acute Care Hospital","",""
"795","791","General Acute Care Hospital","282N00000X","Active","Level II Classification","General Acute Care Hospital","An acute general hospital is an institution whose primary function is to provide inpatient diagnostic and therapeutic services for a variety of medical conditions, both surgical and non-surgical, to a wide population group. The hospital treats patients in an acute phase of illness or injury, characterized by a single episode or a fairly short duration, from which the patient returns to his or her normal or previous level of activity.","Hospitals","General Acute Care Hospital","",""
"796","795","Children","282NC2000X","Active","Level III Area of Specialization","Children","Definition to come...","Hospitals","General Acute Care Hospital","",""
"800","791","Long Term Care Hospital","282E00000X","Active","Level II Classification","Long Term Care Hospital","Long-term care hospitals (LTCHs) furnish extended medical and rehabilitative care to individuals who are clinically complex and have multiple acute or chronic conditions.","Hospitals","Long Term Care Hospital","Source:  American Hospital Association [7/1/2006: new]",""
"805","791","Psychiatric Hospital","283Q00000X","Active","Level II Classification","Psychiatric Hospital","An organization including a physical plant and personnel that provides multidisciplinary diagnostic and treatment mental health services to patients requiring the safety, security, and shelter of the inpatient or partial hospitalization settings.","Hospitals","Psychiatric Hospital","Source: Expanded from Rhea, Ott, and Shafritz, The Facts On File Dictionary of Health Care Management, New York: Facts On File Publications, 1988.",""
"806","791","Rehabilitation Hospital","283X00000X","Active","Level II Classification","Rehabilitation Hospital","A hospital or facility that provides health-related, social and/or vocational services to disabled persons to help them attain their maximum functional capacity.","Hospitals","Rehabilitation Hospital","Source: Joint Commission on Accreditation of Healthcare Organizations, Lexikon: Dictionary of Health Care Terms, Organizations and Acronyms for the Era of Reform, Oakbrook Terrace, IL: 1994, p. 323",""
"795","791","General Acute Care Hospital","282N00000X","Active","Level II Classification","General Acute Care Hospital","An acute general hospital is an institution whose primary function is to provide inpatient diagnostic and therapeutic services for a variety of medical conditions, both surgical and non-surgical, to a wide population group. The hospital treats patients in an acute phase of illness or injury, characterized by a single episode or a fairly short duration, from which the patient returns to his or her normal or previous level of activity.","Hospitals","General Acute Care Hospital","",""
"786","785","Epilepsy Unit","273100000X","Active","Level II Classification","Epilepsy Unit","An Epilepsy Unit is a distinct unit of a hospital that provides services that may include observation, urgent care, diagnostic testing, treatment, and medication management for patients with seizure disorders.","Hospital Units","Epilepsy Unit","Source:  National Uniform Claim Committee [7/1/2007: new]",""
"790","785","Rehabilitation, Substance Use Disorder Unit","276400000X","Active","Level II Classification","Rehabilitation, Substance Use Disorder Unit","A distinct part of a hospital that provides medically monitored, interdisciplinary addiction-focused treatment to patients/clients who have psychoactive substance use disorders (commonly referred to as alcohol and drug abuse or substance abuse.)","Hospital Units","Rehabilitation, Substance Use Disorder Unit","Source: Department of Defense Regulation 6010.8-R, Chapter 6.",""
"793","791","Chronic Disease Hospital","281P00000X","Active","Level II Classification","Chronic Disease Hospital","(1) A hospital including a physical plant and personnel that provides multidisciplinary diagnosis and treatment for diseases that have one or more of the following characteristics: is permanent; leaves residual disability; is caused by nonreversible pathological alteration; requires special training of the patient for rehabilitation; and/or may be expected to require a long period of supervision or care. In addition, patients require the safety, security, and shelter of these specialized inpatient or partial hospitalization settings. (2) A hospital that provides medical and skilled nursing services to patients with long-term illnesses who are not in an acute phase but who require an intensity of services not available in nursing homes.","Hospitals","Chronic Disease Hospital","Source: (1) Expanded from Rhea, Ott, and Shafritz, The Facts On File Dictionary of Health Care Management, New York: Facts On File Publications, 1988.",""
"794","793","Children","281PC2000X","Active","Level III Area of Specialization","Children","Definition to come...","Hospitals","Chronic Disease Hospital","",""
"798","795","Rural","282NR1301X","Active","Level III Area of Specialization","Rural","Definition to come...","Hospitals","General Acute Care Hospital","",""
"799","795","Women","282NW0100X","Active","Level III Area of Specialization","Women","Definition to come...","Hospitals","General Acute Care Hospital","",""
"807","806","Children","283XC2000X","Active","Level III Area of Specialization","Children","Definition to come...","Hospitals","Rehabilitation Hospital","",""
"801","791","Military Hospital","286500000X","Active","Level II Classification","Military Hospital","A health care facility operated by the Department of Defense.","Hospitals","Military Hospital","",""
"803","801","Military General Acute Care Hospital","2865M2000X","Active","Level III Area of Specialization","Military General Acute Care Hospital","A Department of Defense (DoD) health care organization furnishing inpatient care 24 hours per day in 'fixed' facilities, primarily for DoD beneficiaries. Entity is Defense Health Program (DHP) funded. A 'fixed' facility is a non-temporary, non-deployed facility usually used for health care services. It includes mobile specialty units such as Magnetic Resonance Imaging (MRI) units that may furnish services at the 'fixed' facility. It includes those services and institutional costs usually included in a Diagnosis Related Group as well as 'pass-through' items.","Hospitals","Military Hospital","[1/1/2005: title modified,  definition added]",""
"804","801","Military General Acute Care Hospital. Operational (Transportable)","2865X1600X","Active","Level III Area of Specialization","Military General Acute Care Hospital. Operational (Transportable)","A Department of Defense (DoD) health care organization furnishing inpatient care 24 hours per day in 'non-fixed' or deployed facilities. Entity is not Defense Health Program funded. Services are primarily intended for DoD active duty though some services may be furnished for non-DoD active duty. 'Non-fixed' facilities are generally deployed DoD health care activities, not providing services on or in association with a DoD fort or base. 'Non-fixed' facilities include hospital ships.","Hospitals","Military Hospital","[1/1/2005: title modified,  definition added]",""
"787","785","Medicare Defined Swing Bed Unit","275N00000X","Active","Level II Classification","Medicare Defined Swing Bed Unit","A unit of a hospital that has a Medicare provider agreement and has been granted approval from HCFA to provide post-hospital extended care services and be reimbursed as a swing-bed unit.","Hospital Units","Medicare Defined Swing Bed Unit","Source: Code of Federal Regulations #42, Section 482.66.",""
"788","785","Psychiatric Unit","273R00000X","Active","Level II Classification","Psychiatric Unit","In general, a distinct unit of a hospital that provides acute or long-term care to emotionally disturbed patients, including patients admitted for diagnosis and those admitted for treatment of psychiatric problems on the basis of physicians' orders and approved nursing care plans. Long-term care may include intensive supervision to the chronically mentally ill, mentally disordered or other mentally incompetent persons; (2) For Medicare, a distinct part of a general acute care hospital admitting only patients whose admission to the unit is required for active treatment, whose treatment is of an intensity that can be provided only in an inpatient hospital setting, and whose condition is described by a psychiatric principal diagnosis contained in the Third Edition of the American Psychiatric Association Diagnostic and Statistical Manual or in Chapter 5 (Mental Disorders) of the International Classification of Diseases, Ninth Revision, Clinical Modification (ICD-9-CM). The unit must furnish, through the use of qualified personnel, psychological services, social work services, psychiatric nursing, occupational therapy, and recreational therapy. The unit must maintain medical records that permit determination of the degree and intensity of treatment provided to individuals who are furnished services in the unit; the unit must meet special staff requirements in that the unit must have adequate numbers of qualified professional and supportive staff to evaluate inpatients, formulate written, individualized, comprehensive treatment plans, provide active treatment measures and engage in discharge planning.","Hospital Units","Psychiatric Unit","Source: (1) AHA Annual Survey p. A10 1996 AHA Guide; (2) Code of Federal Regulations #42, Section 412.27.",""
"789","785","Rehabilitation Unit","273Y00000X","Active","Level II Classification","Rehabilitation Unit","In general, a distinct unit of a general acute care hospital that provides care encompassing a comprehensive array of restoration services for the disabled and all support services necessary to help patients attain their maximum functional capacity. Source: AHA Annual Survey p. A10 1996 AHA Guide. For Medicare, a distinct part of a general acute care hospital providing inpatient rehabilitation services that meets the following requirements. Rehabilitation Units have in effect a preadmission screening procedure under which each prospective patient's condition and medical history are reviewed to determine whether the patient is likely to benefit significantly from an intensive inpatient program or assessment; ensure that the patients receive close medical supervision and furnish, through the use of qualified personnel, rehabilitation nursing, physical therapy and occupational therapy, plus, as needed, speech therapy, social services or psychological services and orthotic and prosthetic services; have a plan of treatment for each inpatient that is established, reviewed, and revised as needed by a physician in consultation with other professional personnel who provide services to the patient; use a coordinated multidisciplinary team approach in the rehabilitation of each inpatient, as documented by periodic clinical entries made in the patient's medical record to note the patient's status in relationship to goal attainment, and that team conferences are held at least every two weeks to determine the appropriateness of treatment; have a director of rehabilitation who provides services to the unit and its inpatients for at least 20 hours a week, is a doctor of medicine or osteopathy, is licensed under State law to practice medicine or surgery, and has had, after completing a one-year hospital internship at least two years of training or experience in the medical management of inpatients requiring rehabilitation services.","Hospital Units","Rehabilitation Unit","Source: Code of Federal Regulations #42, Section 412.29.",""
"809","791","Special Hospital","284300000X","Active","Level II Classification","Special Hospital","A designation by the AHA of a hospital whose primary function of the institution is to provide diagnostic and treatment services for patients who have specified medical conditions, both surgical and nonsurgical.","Hospitals","Special Hospital","Source: AHA Guide, Registration section, p. A5.",""
"797","795","Critical Access ","282NC0060X","Active","Level III Area of Specialization","Critical Access","Definition to come.","Hospitals","General Acute Care Hospital","[7/1/2003: new]",""
"832","820","Skilled Nursing Facility","314000000X","Active","Level II Classification","Skilled Nursing Facility","(1) A skilled nursing facility is a facility or distinct part of an institution whose primary function is to provide medical, continuous nursing, and other health and social services to patients who are not in an acute phase of illness requiring services in a hospital, but who require primary restorative or skilled nursing services on an inpatient basis above the level of intermediate or custodial care in order to reach a degree of body functioning to permit self care in essential daily living. It meets any licensing or certification standards et forth by the jurisdiction where it is located. A skilled nursing facility may be a freestanding facility or part of a hospital that has been certified by Medicare to admit patients requiring subacute care and rehabilitation; (2) Provides non-acute medical and skilled nursing care services, therapy and social services under the supervision of a licensed registered nurse on a 24-hour basis.","Nursing & Custodial Care Facilities","Skilled Nursing Facility","Source: (1) 'Glossary of terms used in managed care' Developed by the Managed Care Assembly (MCA) of Medical Group Management Association (MGMA), MGM Journal, September/October 1995, p. 64; (2) AHA Guide, 1996 Annual Survey.",""
"833","832","Nursing Care, Pediatric","3140N1450X","Active","Level III Area of Specialization","Nursing Care, Pediatric","A nursing care facility designed and staffed for the provision of nursing care and appropriate educational and habilitative/rehabilitative services to children with multiple, complex or profound disabilities that can not be cared for in a less restrictive environment.","Nursing & Custodial Care Facilities","Skilled Nursing Facility","[7/1/2003: new]",""
"855","852","Durable Medical Equipment & Medical Supplies","332B00000X","Active","Level II Classification","Durable Medical Equipment & Medical Supplies","A supplier of medical equipment such as respirators, wheelchairs, home dialysis systems, or monitoring systems, that are prescribed by a physician for a patient's use in the home and that are usable for an extended period of time.","Suppliers","Durable Medical Equipment & Medical Supplies","",""
"830","820","Intermediate Care Facility, Mentally Retarded","315P00000X","Active","Level II Classification","Intermediate Care Facility, Mentally Retarded","(1) A public institution for care of the mentally retarded or people with related conditions. (2) An institution giving active treatment to mentally retarded or developmentally disabled persons or persons with related conditions. The primary purpose of the institution is to provide health or rehabilitative services to such individuals.","Nursing & Custodial Care Facilities","Intermediate Care Facility, Mentally Retarded","Sources: (1) Lexikon: Dictionary of Health Care Terms, Organizations and Acronyms for the Era of Reform, Joint Commission on Accreditation of Healthcare Organizations, Oakbrook Terrace, IL: 1994, p. 403 (2) Paraphrased from Code of Federal Regulations #42, Public Health, Section 440.150(c).",""
"831","820","Nursing Facility/Intermediate Care Facility","313M00000X","Active","Level II Classification","Nursing Facility/Intermediate Care Facility","An institution (or a distinct part of an institution) which- (1) is primarily engaged in providing to residents- (A) skilled nursing care and related services for residents who require medical or nursing care, (B) rehabilitation services for the rehabilitation of injured, disabled, or sick persons, or, on a regular basis, health-related care and services to individuals who because of their mental or physical condition require care and services (above the level of room and board) which can be made available to them only through institutional facilities, and is not primarily for the care and treatment of mental diseases; (2) has in effect a transfer agreement with one or more hospitals.","Nursing & Custodial Care Facilities","Nursing Facility/Intermediate Care Facility","Source: Paraphrased from Section 1919 (a) of the Social Security Act.",""
"712","705","Home Health","251E00000X","Active","Level II Classification","Home Health","A public agency or private organization, or a subdivision of such an agency or organization, that is primarily engaged in providing skilled nursing services and other therapeutic services, such as physical therapy, speech-language pathology services, or occupational therapy, medical social services, and home health aide services. It has policies established by a professional group associated with the agency or organization (including at least one physician and one registered nurse) to govern the services and provides for supervision of such services by a physician or a registered nurse; maintains clinical records on all patients; is licensed in accordance with State or local law or is approved by the State or local licensing agency as meeting the licensing standards, where applicable; and meets other conditions found by the Secretary of Health and Human Services to be necessary for health and safety.","Agencies","Home Health","Source:  CFR42 Chapter IV Part 484,  http://www.access.gpo.gov/nara/cfr/waisidx_99/42cfr484_99.html [7/1/2007: definition added, source added]",""
"712","705","Home Health","251E00000X","Active","Level II Classification","Home Health","A public agency or private organization, or a subdivision of such an agency or organization, that is primarily engaged in providing skilled nursing services and other therapeutic services, such as physical therapy, speech-language pathology services, or occupational therapy, medical social services, and home health aide services. It has policies established by a professional group associated with the agency or organization (including at least one physician and one registered nurse) to govern the services and provides for supervision of such services by a physician or a registered nurse; maintains clinical records on all patients; is licensed in accordance with State or local law or is approved by the State or local licensing agency as meeting the licensing standards, where applicable; and meets other conditions found by the Secretary of Health and Human Services to be necessary for health and safety.","Agencies","Home Health","Source:  CFR42 Chapter IV Part 484,  http://www.access.gpo.gov/nara/cfr/waisidx_99/42cfr484_99.html [7/1/2007: definition added, source added]",""
"871","852","Pharmacy","333600000X","Active","Level II Classification","Pharmacy","A facility used by pharmacists for the compounding and dispensing of medicinal preparations and other associated professional and administrative services. A pharmacy is a facility whose primary function is to store, prepare and legally dispense prescription drugs under the professional supervision of a licensed pharmacist. It meets any licensing or certification standards set forth by the jurisdiction where it is located.","Suppliers","Pharmacy","Source: Developed by National Council for Prescription Drug Programs (NCPDP), National Home Infusion Association (NHIA), and Pharmacist Services Technical Advisory Coalition (PSTAC) [1/1/2006: added definition]",""
"872","871","Clinic Pharmacy","3336C0002X","Active","Level III Area of Specialization","Clinic Pharmacy","A pharmacy in a clinic, emergency room or hospital (outpatient) that dispenses medications to patients for self-administration under the supervision of a pharmacist.","Suppliers","Pharmacy","Source: Developed by National Council for Prescription Drug Programs (NCPDP), National Home Infusion Association (NHIA), and Pharmacist Services Technical Advisory Coalition (PSTAC)  [1/1/2006: new]",""
"873","871","Community/Retail Pharmacy","3336C0003X","Active","Level III Area of Specialization","Community/Retail Pharmacy","A pharmacy where pharmacists store, prepare, and dispense medicinal preparations and/or prescriptions for a local patient population in accordance with federal and state law; counsel patients and caregivers (sometimes independent of the dispensing process); administer vaccinations; and provide other professional services associated with pharmaceutical care such as health screenings, consultative services with other health care providers, collaborative practice, disease state management, and education classes.","Suppliers","Pharmacy","Source: Developed by National Council for Prescription Drug Programs (NCPDP), National Home Infusion Association (NHIA), and Pharmacist Services Technical Advisory Coalition (PSTAC)  [1/1/2006: new]",""
"874","871","Compounding Pharmacy","3336C0004X","Active","Level III Area of Specialization","Compounding Pharmacy","A pharmacy that specializes in the preparation of components into a drug preparation as the result of a Practitioner's Prescription Drug Order or initiative based on the Practitioner/Patient/Pharmacist relationship in the course of professional practice.  A compounding pharmacy utilizes specialized equipment and specially designed facilities necessary to meet the legal and quality requirements of its scope of compounding practice.","Suppliers","Pharmacy","Sources:  NABP Model Practice Act, Appendix C - Good Compounding Practice,  USP <795> and <797>, and Pharmacy Compounding Accreditation Board [7/1/2006: new]",""
"875","871","Home Infusion Therapy Pharmacy","3336H0001X","Active","Level III Area of Specialization","Home Infusion Therapy Pharmacy","Pharmacy-based, decentralized patient care organization with expertise in USP 797-compliant sterile drug compounding that provides care to patients with acute or chronic conditions generally pertaining to parenteral administration of drugs, biologics and nutritional formulae administered through catheters and/or needles in home and alternate sites. Extensive professional pharmacy services, care coordination, infusion nursing services, supplies and equipment are provided to optimize efficacy and compliance.","Suppliers","Pharmacy","Source: National Home Infusion Association  [1/1/2006: new]",""
"876","871","Institutional Pharmacy","3336I0012X","Active","Level III Area of Specialization","Institutional Pharmacy","A pharmacy in a hospital (inpatient) or institution used by pharmacists for the compounding and delivery of medicinal preparations to be administered to the patient by nursing or other authorized personnel. Institutional Pharmacies also counsel patients and caregivers; administer vaccinations; and provide other professional services associated with pharmaceutical care such as health screenings, consultative services with other health care providers, collaborative practice, disease state management, and education classes.","Suppliers","Pharmacy","Source: Developed by National Council for Prescription Drug Programs (NCPDP), National Home Infusion Association (NHIA), and Pharmacist Services Technical Advisory Coalition (PSTAC)  [1/1/2006: new]",""
"877","871","Long Term Care Pharmacy","3336L0003X","Active","Level III Area of Specialization","Long Term Care Pharmacy","A pharmacy that dispenses medicinal preparations delivered to patients residing within an intermediate or skilled nursing facility, including intermediate care facilities for mentally retarded, hospice, assisted living facilities, group homes, and other forms of congregate living arrangements.","Suppliers","Pharmacy","Source: Developed by National Council for Prescription Drug Programs (NCPDP), National Home Infusion Association (NHIA), and Pharmacist Services Technical Advisory Coalition (PSTAC)  [1/1/2006: new]",""
